 No.,ID,Pos.(X),Pos.(Y),Pos.(Z),Data(X),Data(Y),Data(Z),Main Data,Displacement,Prn Cos(X),Prn Cos(Y),Prn Cos(Z),
2119,11111,3.13960e+01,2.71046e+00,0.00000e+00,-,-,-,9.36763e+00,2.23068e-02,-,-,-,
2118,11014,2.88650e+01,4.11580e+00,0.00000e+00,-,-,-,1.20099e+01,2.93054e-02,-,-,-,
2117,11071,3.66137e+01,-2.96485e+00,0.00000e+00,-,-,-,9.04971e+00,2.29435e-02,-,-,-,
2116,10762,3.27929e+01,8.42522e-01,5.00000e-01,-,-,-,9.70635e+00,2.10712e-02,-,-,-,
2115,15099,2.35600e+01,-5.00000e+00,5.00000e-01,-,-,-,1.04121e+01,4.59731e-02,-,-,-,
2114,10976,3.04334e+01,4.41102e+00,0.00000e+00,-,-,-,1.49948e+00,2.37395e-02,-,-,-,
2113,10903,3.04118e+01,5.00000e+00,0.00000e+00,-,-,-,4.47060e-01,2.34378e-02,-,-,-,
2112,10902,3.03263e+01,5.00000e+00,0.00000e+00,-,-,-,4.22957e-01,2.36964e-02,-,-,-,
2111,15243,1.44125e+01,3.61264e+00,5.00000e-01,-,-,-,7.42584e+00,5.80742e-02,-,-,-,
2110,11055,1.74486e+01,4.72069e-02,0.00000e+00,-,-,-,9.80711e+00,5.45183e-02,-,-,-,
2109,15140,1.43989e+01,2.67216e+00,5.00000e-01,-,-,-,9.26872e+00,5.81409e-02,-,-,-,
2108,10737,2.31825e+01,4.61655e+00,5.00000e-01,-,-,-,9.30444e+00,4.07313e-02,-,-,-,
2107,10981,1.44198e+01,2.65373e+00,0.00000e+00,-,-,-,9.29561e+00,5.81138e-02,-,-,-,
2106,15169,1.53049e+01,1.77321e+00,5.00000e-01,-,-,-,9.15381e+00,5.70790e-02,-,-,-,
2105,10814,1.43186e+01,3.20853e+00,5.00000e-01,-,-,-,8.62104e+00,5.82281e-02,-,-,-,
2104,11052,1.44355e+01,3.33914e+00,0.00000e+00,-,-,-,8.01824e+00,5.80749e-02,-,-,-,
2103,15144,1.98145e+01,-1.57188e+00,5.00000e-01,-,-,-,8.97364e+00,5.17762e-02,-,-,-,
2102,11277,3.56056e+01,-2.64483e+00,0.00000e+00,-,-,-,9.50108e+00,2.30241e-02,-,-,-,
2101,11289,3.62589e+01,-3.77624e+00,0.00000e+00,-,-,-,7.23358e+00,2.49812e-02,-,-,-,
2100,10764,3.64838e+01,-3.43200e+00,5.00000e-01,-,-,-,8.27977e+00,2.40848e-02,-,-,-,
2099,10684,3.61666e+01,-3.39317e+00,5.00000e-01,-,-,-,8.22729e+00,2.41954e-02,-,-,-,
2098,11175,3.15757e+01,1.95270e+00,0.00000e+00,-,-,-,9.68857e+00,2.26053e-02,-,-,-,
2097,10802,3.40612e+01,-8.44779e-01,5.00000e-01,-,-,-,9.73806e+00,2.14077e-02,-,-,-,
2096,15267,1.59902e+01,4.41298e+00,5.00000e-01,-,-,-,1.13203e+01,5.53967e-02,-,-,-,
2095,15287,3.29838e+01,3.75943e-01,5.00000e-01,-,-,-,9.77968e+00,2.13601e-02,-,-,-,
2094,11242,2.07562e+01,-4.07910e+00,0.00000e+00,-,-,-,8.71689e+00,5.10491e-02,-,-,-,
2093,15115,2.14226e+01,-3.08121e+00,5.00000e-01,-,-,-,9.18243e+00,4.97797e-02,-,-,-,
2092,11000,2.94660e+01,-4.55142e+00,0.00000e+00,-,-,-,9.67853e+00,3.28146e-02,-,-,-,
2091,10850,1.88080e+01,-5.00000e+00,0.00000e+00,-,-,-,1.59271e+01,5.31611e-02,-,-,-,
2090,15208,3.01204e+01,-4.80143e+00,5.00000e-01,-,-,-,9.30939e+00,3.22452e-02,-,-,-,
2089,11116,2.86852e+01,4.53880e+00,0.00000e+00,-,-,-,9.53125e+00,2.94342e-02,-,-,-,
2088,10721,3.21007e+01,-4.77677e+00,5.00000e-01,-,-,-,8.84944e+00,2.95316e-02,-,-,-,
2087,11144,3.06149e+01,3.75055e+00,0.00000e+00,-,-,-,5.63186e+00,2.36771e-02,-,-,-,
2086,10935,2.02042e+01,-1.58525e+00,0.00000e+00,-,-,-,9.35121e+00,5.13246e-02,-,-,-,
2085,10732,2.72455e+01,4.56772e+00,5.00000e-01,-,-,-,8.84205e+00,3.25509e-02,-,-,-,
2084,10733,2.72120e+01,4.20188e+00,5.00000e-01,-,-,-,7.39608e+00,3.27985e-02,-,-,-,
2083,10801,1.68770e+01,4.44799e+00,5.00000e-01,-,-,-,1.12605e+01,5.37915e-02,-,-,-,
2082,11016,2.87611e+01,3.11920e+00,0.00000e+00,-,-,-,9.05793e+00,3.03499e-02,-,-,-,
2081,15204,2.46423e+01,4.66625e+00,5.00000e-01,-,-,-,8.81720e+00,3.76640e-02,-,-,-,
2080,15059,1.40059e+01,5.00000e+00,5.00000e-01,-,-,-,1.59328e+01,5.81772e-02,-,-,-,
2079,11281,2.84428e+01,2.95516e+00,0.00000e+00,-,-,-,8.59486e+00,3.11225e-02,-,-,-,
2078,15246,2.83868e+01,3.40977e+00,5.00000e-01,-,-,-,7.76470e+00,3.09232e-02,-,-,-,
2077,11058,3.09106e+01,3.33229e+00,0.00000e+00,-,-,-,8.17562e+00,2.31476e-02,-,-,-,
2076,11184,2.66797e+01,4.47288e+00,0.00000e+00,-,-,-,8.19752e+00,3.36801e-02,-,-,-,
2075,15276,2.42343e+01,-1.10289e+00,5.00000e-01,-,-,-,8.95248e+00,4.14414e-02,-,-,-,
2074,10728,2.58432e+01,4.70224e+00,5.00000e-01,-,-,-,8.43870e+00,3.52142e-02,-,-,-,
2073,11160,1.41565e+01,4.55430e+00,0.00000e+00,-,-,-,1.38618e+01,5.81783e-02,-,-,-,
2072,10874,1.46105e+01,5.00000e+00,0.00000e+00,-,-,-,1.48801e+01,5.73271e-02,-,-,-,
2071,15060,1.43620e+01,5.00000e+00,5.00000e-01,-,-,-,1.50005e+01,5.76753e-02,-,-,-,
2070,10717,1.41644e+01,4.55079e+00,5.00000e-01,-,-,-,1.36224e+01,5.81598e-02,-,-,-,
2069,10708,1.44892e+01,4.57684e+00,5.00000e-01,-,-,-,1.28424e+01,5.76896e-02,-,-,-,
2068,11161,1.44567e+01,4.56989e+00,0.00000e+00,-,-,-,1.29727e+01,5.77474e-02,-,-,-,
2067,15189,3.09580e+01,3.02033e+00,5.00000e-01,-,-,-,9.04877e+00,2.32575e-02,-,-,-,
2066,11243,1.45187e+01,4.20050e+00,0.00000e+00,-,-,-,9.87985e+00,5.78039e-02,-,-,-,
2065,10756,1.43204e+01,4.12479e+00,5.00000e-01,-,-,-,9.97515e+00,5.80910e-02,-,-,-,
2064,10896,2.91370e+01,5.00000e+00,0.00000e+00,-,-,-,1.24809e+01,2.76629e-02,-,-,-,
2063,15088,3.69851e+01,-3.12340e+00,5.00000e-01,-,-,-,8.97131e+00,2.31074e-02,-,-,-,
2062,15682,2.45053e+01,4.29200e+00,1.00000e+00,-,-,-,9.19250e+00,3.81423e-02,-,-,-,
2061,11109,2.93162e+01,4.70944e+00,0.00000e+00,-,-,-,1.10039e+01,2.72138e-02,-,-,-,
2060,11007,3.27502e+01,3.15278e-01,0.00000e+00,-,-,-,9.84730e+00,2.19554e-02,-,-,-,
2059,15286,3.34673e+01,-2.65992e-01,5.00000e-01,-,-,-,9.85641e+00,2.14346e-02,-,-,-,
2058,11162,1.46128e+01,3.95762e+00,0.00000e+00,-,-,-,7.34487e+00,5.77504e-02,-,-,-,
2057,10855,3.06048e+01,5.00000e+00,0.00000e+00,-,-,-,8.05701e-01,2.28509e-02,-,-,-,
2056,11085,3.05084e+01,4.44802e+00,0.00000e+00,-,-,-,1.61682e+00,2.34956e-02,-,-,-,
2055,15273,1.48636e+01,2.88476e+00,5.00000e-01,-,-,-,8.49057e+00,5.75618e-02,-,-,-,
2054,15146,1.54091e+01,4.20799e+00,5.00000e-01,-,-,-,1.02486e+01,5.64898e-02,-,-,-,
2053,11301,3.05828e+01,4.65135e+00,2.26913e-01,-,-,-,6.64765e-01,2.31461e-02,-,-,-,
2052,15268,3.05684e+01,4.37418e+00,5.00000e-01,-,-,-,1.11611e+00,2.33851e-02,-,-,-,
2051,10866,3.70564e+01,-3.10994e+00,0.00000e+00,-,-,-,9.26575e+00,2.30422e-02,-,-,-,
2050,11080,1.71046e+01,4.70100e+00,0.00000e+00,-,-,-,1.19254e+01,5.32407e-02,-,-,-,
2049,10986,1.43208e+01,-4.06817e+00,0.00000e+00,-,-,-,1.19987e+01,5.47115e-02,-,-,-,
2048,15109,1.42559e+01,-5.00000e+00,5.00000e-01,-,-,-,1.42085e+01,5.46079e-02,-,-,-,
2047,15269,1.49741e+01,-4.53416e+00,5.00000e-01,-,-,-,1.31821e+01,5.45848e-02,-,-,-,
2046,11081,1.82159e+01,4.67995e+00,0.00000e+00,-,-,-,1.12762e+01,5.10922e-02,-,-,-,
2045,10854,1.42868e+01,-5.00000e+00,0.00000e+00,-,-,-,1.42733e+01,5.46114e-02,-,-,-,
2044,10987,1.29966e+01,4.34781e+00,0.00000e+00,-,-,-,1.83225e+01,5.98976e-02,-,-,-,
2043,15175,2.81812e+01,3.30905e+00,5.00000e-01,-,-,-,7.15425e+00,3.14160e-02,-,-,-,
2042,10790,1.33251e+01,4.64171e+00,5.00000e-01,-,-,-,2.07831e+01,5.93324e-02,-,-,-,
2041,15142,1.30110e+01,4.40064e+00,5.00000e-01,-,-,-,1.73638e+01,5.98272e-02,-,-,-,
2040,11299,1.29322e+01,4.72754e+00,2.52134e-01,-,-,-,2.13503e+01,5.99248e-02,-,-,-,
2039,10941,1.58445e+01,3.81723e+00,0.00000e+00,-,-,-,1.13488e+01,5.59550e-02,-,-,-,
2038,15089,3.78063e+01,-4.31738e+00,5.00000e-01,-,-,-,9.98373e+00,2.60433e-02,-,-,-,
2037,11061,2.37590e+01,-4.84571e+00,0.00000e+00,-,-,-,1.03940e+01,4.54351e-02,-,-,-,
2036,11127,1.56665e+01,4.54057e+00,0.00000e+00,-,-,-,1.20591e+01,5.59002e-02,-,-,-,
2035,10819,3.75000e+01,-5.00000e+00,0.00000e+00,-,-,-,3.21587e+01,2.81931e-02,-,-,-,
2034,10868,3.79721e+01,-4.35895e+00,0.00000e+00,-,-,-,9.67317e+00,2.61839e-02,-,-,-,
2033,11224,3.68562e+01,-4.53795e+00,0.00000e+00,-,-,-,8.42227e+00,2.66088e-02,-,-,-,
2032,10718,3.66632e+01,-4.59791e+00,5.00000e-01,-,-,-,5.62495e+00,2.68210e-02,-,-,-,
2031,11297,2.10941e+01,-2.64262e+00,2.66849e-01,-,-,-,8.81983e+00,5.02163e-02,-,-,-,
2030,11296,2.09884e+01,-2.60409e+00,1.10357e-01,-,-,-,8.88573e+00,5.03677e-02,-,-,-,
2029,10632,2.32961e+01,-5.00000e+00,5.00000e-01,-,-,-,9.26174e+00,4.64752e-02,-,-,-,
2028,11017,2.06530e+01,-2.98069e+00,0.00000e+00,-,-,-,8.46513e+00,5.08982e-02,-,-,-,
2027,15205,2.78518e+01,4.39833e+00,5.00000e-01,-,-,-,8.08192e+00,3.14461e-02,-,-,-,
2026,6149,-5.62953e-01,4.11003e+00,1.00000e+00,-,-,-,9.02554e+00,4.06050e-02,-,-,-,
2025,6132,1.07755e+00,-4.51631e+00,1.00000e+00,-,-,-,7.85591e+00,4.02881e-02,-,-,-,
2024,5998,-6.50749e-01,4.25553e-02,1.00000e+00,-,-,-,9.71084e+00,3.88881e-02,-,-,-,
2023,15634,2.52318e+01,-8.06816e-01,1.00000e+00,-,-,-,9.60839e+00,3.93471e-02,-,-,-,
2022,10948,2.73440e+01,2.64685e+00,0.00000e+00,-,-,-,6.25851e+00,3.32744e-02,-,-,-,
2021,11298,3.73038e+01,-4.64857e+00,2.15134e-01,-,-,-,1.29839e+01,2.69087e-02,-,-,-,
2020,5985,8.52771e+00,4.09426e+00,1.00000e+00,-,-,-,1.04417e+01,5.56673e-02,-,-,-,
2019,15108,1.71491e+01,-5.00000e+00,5.00000e-01,-,-,-,1.46222e+01,5.39632e-02,-,-,-,
2018,10834,2.35504e+01,-5.00000e+00,0.00000e+00,-,-,-,1.01048e+01,4.60049e-02,-,-,-,
2017,5965,-3.88019e+00,3.61105e+00,1.00000e+00,-,-,-,1.10300e+01,3.50596e-02,-,-,-,
2016,15422,1.53525e+01,3.64951e+00,1.00000e+00,-,-,-,3.66668e+00,5.68704e-02,-,-,-,
2015,5893,6.00235e+00,3.71346e+00,1.00000e+00,-,-,-,9.84913e+00,5.13600e-02,-,-,-,
2014,5880,3.55047e+00,-3.73433e+00,1.00000e+00,-,-,-,1.54931e+01,4.65530e-02,-,-,-,
2013,5799,5.87755e+00,-5.00000e+00,1.00000e+00,-,-,-,1.68125e+01,5.04237e-02,-,-,-,
2012,15408,2.30844e+01,-1.69544e+00,1.00000e+00,-,-,-,9.57027e+00,4.39828e-02,-,-,-,
2011,15198,2.22291e+01,-4.43109e+00,5.00000e-01,-,-,-,8.63039e+00,4.80327e-02,-,-,-,
2010,5868,6.64052e+00,-3.20169e+00,1.00000e+00,-,-,-,9.67093e+00,5.17749e-02,-,-,-,
2009,11170,2.31180e+01,-3.09575e+00,0.00000e+00,-,-,-,6.46573e+00,4.49698e-02,-,-,-,
2008,6168,-5.61028e+00,2.97655e+00,1.00000e+00,-,-,-,8.96926e+00,2.90610e-02,-,-,-,
2007,6233,-5.38935e+00,3.39823e+00,1.00000e+00,-,-,-,8.42060e+00,3.02835e-02,-,-,-,
2006,5800,6.19198e+00,-5.00000e+00,1.00000e+00,-,-,-,1.59272e+01,5.07552e-02,-,-,-,
2005,6100,6.48388e+00,-4.33203e+00,1.00000e+00,-,-,-,1.23696e+01,5.12890e-02,-,-,-,
2004,15565,3.50632e+01,-1.42377e+00,1.00000e+00,-,-,-,9.66259e+00,2.10705e-02,-,-,-,
2003,10788,3.63503e+01,-3.86250e+00,5.00000e-01,-,-,-,7.07432e+00,2.51244e-02,-,-,-,
2002,6101,7.66420e+00,-4.13758e+00,1.00000e+00,-,-,-,1.19626e+01,5.23786e-02,-,-,-,
2001,6197,-2.18871e+00,4.71200e+00,1.00000e+00,-,-,-,9.22633e+00,3.88899e-02,-,-,-,
2000,15735,2.74916e+01,3.44011e+00,1.00000e+00,-,-,-,5.78028e+00,3.26789e-02,-,-,-,
1999,5929,-2.45440e+00,4.53624e+00,1.00000e+00,-,-,-,9.09654e+00,3.83620e-02,-,-,-,
1998,15569,1.95869e+01,4.61075e+00,1.00000e+00,-,-,-,1.05862e+01,4.83241e-02,-,-,-,
1997,6182,6.70014e+00,-5.81930e-01,1.00000e+00,-,-,-,9.81359e+00,5.26468e-02,-,-,-,
1996,15515,2.00138e+01,4.10959e+00,1.00000e+00,-,-,-,1.00056e+01,4.77149e-02,-,-,-,
1995,6188,-1.80677e+00,1.46693e+00,1.00000e+00,-,-,-,9.65726e+00,3.73317e-02,-,-,-,
1994,10812,3.15531e+01,1.87523e+00,5.00000e-01,-,-,-,9.80153e+00,2.27498e-02,-,-,-,
1993,6201,-6.70571e-03,-5.25043e-01,1.00000e+00,-,-,-,9.51037e+00,3.99434e-02,-,-,-,
1992,5904,-1.04198e+01,-4.27447e+00,1.00000e+00,-,-,-,1.10108e+01,6.98481e-03,-,-,-,
1991,5859,1.16971e+01,3.43344e+00,1.00000e+00,-,-,-,9.67117e+00,5.95507e-02,-,-,-,
1990,15314,2.39818e+01,-5.00000e+00,1.00000e+00,-,-,-,1.22998e+01,4.51630e-02,-,-,-,
1989,5876,1.91558e+00,-1.69545e+00,1.00000e+00,-,-,-,9.57026e+00,4.33693e-02,-,-,-,
1988,5922,-4.81690e+00,3.03711e+00,1.00000e+00,-,-,-,9.68546e+00,3.10078e-02,-,-,-,
1987,5790,2.97562e+00,-5.00000e+00,1.00000e+00,-,-,-,8.49957e+00,4.46476e-02,-,-,-,
1986,15433,3.44104e+01,-1.97407e+00,1.00000e+00,-,-,-,9.81246e+00,2.30411e-02,-,-,-,
1985,11240,1.46022e+01,3.28879e+00,0.00000e+00,-,-,-,7.94844e+00,5.78646e-02,-,-,-,
1984,10640,1.87628e+01,-5.00000e+00,5.00000e-01,-,-,-,1.59040e+01,5.31783e-02,-,-,-,
1983,6022,-1.17822e+01,-3.47822e+00,1.00000e+00,-,-,-,8.94760e+00,5.32978e-03,-,-,-,
1982,6150,4.94727e-01,4.29200e+00,1.00000e+00,-,-,-,9.19250e+00,4.23788e-02,-,-,-,
1981,6090,2.26779e+00,-3.03958e+00,1.00000e+00,-,-,-,7.74439e+00,4.37257e-02,-,-,-,
1980,6061,-6.39602e+00,2.71046e+00,1.00000e+00,-,-,-,9.36763e+00,2.68653e-02,-,-,-,
1979,5989,7.11793e+00,-6.58464e-01,1.00000e+00,-,-,-,9.91677e+00,5.30957e-02,-,-,-,
1978,15446,2.72366e+01,9.16193e-01,1.00000e+00,-,-,-,8.79689e+00,3.44576e-02,-,-,-,
1977,6162,7.50827e+00,3.22777e-01,1.00000e+00,-,-,-,9.73056e+00,5.38243e-02,-,-,-,
1976,15316,2.35504e+01,-5.00000e+00,1.00000e+00,-,-,-,1.01048e+01,4.60049e-02,-,-,-,
1975,10754,2.78372e+01,3.28576e+00,5.00000e-01,-,-,-,6.46902e+00,3.21072e-02,-,-,-,
1974,11063,2.81262e+01,2.50188e+00,0.00000e+00,-,-,-,8.57714e+00,3.20077e-02,-,-,-,
1973,6062,-6.49285e+00,2.35914e+00,1.00000e+00,-,-,-,9.43812e+00,2.60313e-02,-,-,-,
1972,15394,1.47859e+01,1.97265e+00,1.00000e+00,-,-,-,9.13820e+00,5.76888e-02,-,-,-,
1971,15698,2.49679e+01,-7.68296e-01,1.00000e+00,-,-,-,9.53116e+00,3.98289e-02,-,-,-,
1970,6046,-1.08739e+01,-4.88931e+00,1.00000e+00,-,-,-,9.13312e+00,5.42672e-03,-,-,-,
1969,5774,-1.04990e+01,-5.00000e+00,1.00000e+00,-,-,-,7.85412e+00,6.24273e-03,-,-,-,
1968,15481,2.67611e+01,-4.55065e+00,1.00000e+00,-,-,-,9.84997e+00,3.82536e-02,-,-,-,
1967,10887,2.62784e+01,5.00000e+00,0.00000e+00,-,-,-,8.14816e+00,3.42125e-02,-,-,-,
1966,15079,3.04215e+01,5.00000e+00,5.00000e-01,-,-,-,3.94970e-01,2.34158e-02,-,-,-,
1965,5973,1.83339e+00,-4.42669e+00,1.00000e+00,-,-,-,6.18834e+00,4.21774e-02,-,-,-,
1964,6054,2.09935e+00,-4.43811e+00,1.00000e+00,-,-,-,6.46191e+00,4.27956e-02,-,-,-,
1963,15384,3.03263e+01,5.00000e+00,1.00000e+00,-,-,-,4.22957e-01,2.36964e-02,-,-,-,
1962,15690,2.44394e+01,-4.68884e+00,1.00000e+00,-,-,-,9.88283e+00,4.37569e-02,-,-,-,
1961,10904,3.04985e+01,5.00000e+00,0.00000e+00,-,-,-,6.65764e-01,2.31740e-02,-,-,-,
1960,6135,-1.58432e+00,4.21824e+00,1.00000e+00,-,-,-,7.99632e+00,3.92131e-02,-,-,-,
1959,6103,-1.87283e+00,4.70932e+00,1.00000e+00,-,-,-,8.73939e+00,3.92983e-02,-,-,-,
1958,15444,2.47960e+01,-1.53090e+00,1.00000e+00,-,-,-,9.89779e+00,4.06942e-02,-,-,-,
1957,6164,4.88235e+00,-2.41375e+00,1.00000e+00,-,-,-,8.10195e+00,5.01698e-02,-,-,-,
1956,10853,1.58478e+01,-5.00000e+00,0.00000e+00,-,-,-,1.43936e+01,5.43855e-02,-,-,-,
1955,6106,1.01326e+01,3.10561e+00,1.00000e+00,-,-,-,7.89662e+00,5.75880e-02,-,-,-,
1954,15259,1.49423e+01,3.08515e+00,5.00000e-01,-,-,-,7.39300e+00,5.74549e-02,-,-,-,
1953,11231,2.37159e+01,-1.97170e+00,0.00000e+00,-,-,-,8.16936e+00,4.29618e-02,-,-,-,
1952,10794,2.41651e+01,4.32796e+00,5.00000e-01,-,-,-,9.25158e+00,3.88285e-02,-,-,-,
1951,6152,1.02549e+01,3.07924e+00,1.00000e+00,-,-,-,8.10456e+00,5.77239e-02,-,-,-,
1950,6223,-2.64540e+00,2.83551e+00,1.00000e+00,-,-,-,6.99592e+00,3.66241e-02,-,-,-,
1949,10930,2.14495e+01,-3.73432e+00,0.00000e+00,-,-,-,1.54931e+01,4.91298e-02,-,-,-,
1948,6217,-2.53413e+00,2.23494e+00,1.00000e+00,-,-,-,8.12125e+00,3.64612e-02,-,-,-,
1947,5897,-2.03032e+00,3.37649e+00,1.00000e+00,-,-,-,9.48007e+00,3.78156e-02,-,-,-,
1946,11248,2.12632e+01,-4.45205e+00,0.00000e+00,-,-,-,1.74974e+01,5.02293e-02,-,-,-,
1945,10649,2.12585e+01,3.61532e+00,5.00000e-01,-,-,-,9.78578e+00,4.53888e-02,-,-,-,
1944,6129,5.87635e+00,-3.81167e+00,1.00000e+00,-,-,-,8.90740e+00,5.08665e-02,-,-,-,
1943,6210,-2.16684e+00,3.61424e+00,1.00000e+00,-,-,-,6.47892e+00,3.78214e-02,-,-,-,
1942,5878,2.87355e+00,-2.75816e+00,1.00000e+00,-,-,-,9.20672e+00,4.51850e-02,-,-,-,
1941,6032,9.88278e+00,4.72159e+00,1.00000e+00,-,-,-,1.32449e+01,5.77441e-02,-,-,-,
1940,5833,4.37643e+00,5.00000e+00,1.00000e+00,-,-,-,1.03063e+01,4.93257e-02,-,-,-,
1939,5838,-1.93737e+00,5.00000e+00,1.00000e+00,-,-,-,8.90718e+00,3.94981e-02,-,-,-,
1938,15545,2.81262e+01,2.50188e+00,1.00000e+00,-,-,-,8.57714e+00,3.20077e-02,-,-,-,
1937,5826,1.00879e+01,5.00000e+00,1.00000e+00,-,-,-,1.45679e+01,5.80419e-02,-,-,-,
1936,6128,6.40942e+00,-3.94350e+00,1.00000e+00,-,-,-,1.04109e+01,5.13450e-02,-,-,-,
1935,5847,-4.41739e+00,5.00000e+00,1.00000e+00,-,-,-,6.38298e+00,3.56896e-02,-,-,-,
1934,15520,1.90958e+01,-1.81360e+00,1.00000e+00,-,-,-,8.49736e+00,5.26090e-02,-,-,-,
1933,5933,9.86899e+00,3.44069e+00,1.00000e+00,-,-,-,4.00935e+00,5.73838e-02,-,-,-,
1932,6105,1.00768e+01,3.78017e+00,1.00000e+00,-,-,-,5.20126e+00,5.77465e-02,-,-,-,
1931,6127,5.46434e+00,-1.87160e+00,1.00000e+00,-,-,-,8.00129e+00,5.09423e-02,-,-,-,
1930,15468,1.43208e+01,-4.06817e+00,1.00000e+00,-,-,-,1.19987e+01,5.47115e-02,-,-,-,
1929,11275,1.93697e+01,-1.39657e+00,0.00000e+00,-,-,-,8.94967e+00,5.22801e-02,-,-,-,
1928,10915,1.83269e+01,-1.34049e+00,0.00000e+00,-,-,-,9.98873e+00,5.34859e-02,-,-,-,
1927,5867,5.86063e+00,-3.07847e+00,1.00000e+00,-,-,-,5.63543e+00,5.10211e-02,-,-,-,
1926,5953,-1.08272e+01,-4.37568e+00,1.00000e+00,-,-,-,7.38659e+00,5.97921e-03,-,-,-,
1925,11087,1.95869e+01,4.61075e+00,0.00000e+00,-,-,-,1.05862e+01,4.83241e-02,-,-,-,
1924,15275,1.89344e+01,-4.16236e+00,5.00000e-01,-,-,-,1.12340e+01,5.29432e-02,-,-,-,
1923,6186,-3.60886e+00,4.02173e+00,1.00000e+00,-,-,-,5.32947e+00,3.59554e-02,-,-,-,
1922,5932,4.56609e+00,-2.24257e+00,1.00000e+00,-,-,-,8.94025e+00,4.98307e-02,-,-,-,
1921,5863,9.19042e+00,1.05234e+00,1.00000e+00,-,-,-,9.53320e+00,5.59647e-02,-,-,-,
1920,15505,2.31666e+01,-4.42669e+00,1.00000e+00,-,-,-,6.18832e+00,4.61467e-02,-,-,-,
1919,5990,8.49434e+00,7.19211e-01,1.00000e+00,-,-,-,9.66189e+00,5.50684e-02,-,-,-,
1918,15626,3.06149e+01,3.75055e+00,1.00000e+00,-,-,-,5.63186e+00,2.36771e-02,-,-,-,
1917,10839,2.24076e+01,-5.00000e+00,0.00000e+00,-,-,-,7.85094e+00,4.81902e-02,-,-,-,
1916,6166,3.20746e-02,-7.68298e-01,1.00000e+00,-,-,-,9.53116e+00,3.99286e-02,-,-,-,
1915,15499,2.06530e+01,-2.98069e+00,1.00000e+00,-,-,-,8.46513e+00,5.08982e-02,-,-,-,
1914,6124,-5.94929e+00,2.74717e+00,1.00000e+00,-,-,-,9.25857e+00,2.79085e-02,-,-,-,
1913,15589,1.90716e+01,-4.19824e+00,1.00000e+00,-,-,-,1.12463e+01,5.28668e-02,-,-,-,
1912,10748,2.37727e+01,-3.94130e+00,5.00000e-01,-,-,-,2.20449e+00,4.43930e-02,-,-,-,
1911,15107,1.81351e+01,-5.00000e+00,5.00000e-01,-,-,-,1.48861e+01,5.35150e-02,-,-,-,
1910,6018,7.25260e+00,-3.58880e+00,1.00000e+00,-,-,-,1.03341e+01,5.22095e-02,-,-,-,
1909,10770,1.53567e+01,4.59808e+00,5.00000e-01,-,-,-,1.27197e+01,5.63774e-02,-,-,-,
1908,11143,2.81146e+01,3.77584e+00,0.00000e+00,-,-,-,5.03711e+00,3.12789e-02,-,-,-,
1907,6040,2.22652e-01,4.67326e+00,1.00000e+00,-,-,-,8.78169e+00,4.22836e-02,-,-,-,
1906,15748,3.40566e+01,-8.62724e-01,1.00000e+00,-,-,-,9.73438e+00,2.14491e-02,-,-,-,
1905,11293,2.41719e+01,-1.54441e+00,0.00000e+00,-,-,-,8.67748e+00,4.18489e-02,-,-,-,
1904,5940,9.46762e+00,2.46623e+00,1.00000e+00,-,-,-,8.94739e+00,5.66869e-02,-,-,-,
1903,6209,1.18648e+00,-3.69315e+00,1.00000e+00,-,-,-,1.99437e+00,4.10582e-02,-,-,-,
1902,6158,5.60590e-01,-4.68884e+00,1.00000e+00,-,-,-,9.88285e+00,3.86978e-02,-,-,-,
1901,6220,1.00264e+01,3.23422e+00,1.00000e+00,-,-,-,6.46628e+00,5.75016e-02,-,-,-,
1900,15327,2.00978e+01,-5.00000e+00,1.00000e+00,-,-,-,2.08230e+01,5.22536e-02,-,-,-,
1899,6145,-5.33674e+00,3.85696e+00,1.00000e+00,-,-,-,6.33694e+00,3.12143e-02,-,-,-,
1898,6136,-5.17600e+00,3.82838e+00,1.00000e+00,-,-,-,7.46188e+00,3.15251e-02,-,-,-,
1897,6029,-5.08386e+00,4.50959e+00,1.00000e+00,-,-,-,3.29691e+00,3.30438e-02,-,-,-,
1896,15486,3.58609e+01,-3.19381e+00,1.00000e+00,-,-,-,9.39485e+00,2.39814e-02,-,-,-,
1895,15631,3.09632e+01,3.01518e+00,1.00000e+00,-,-,-,8.96341e+00,2.32442e-02,-,-,-,
1894,6028,-5.21582e+00,4.48397e+00,1.00000e+00,-,-,-,2.24780e+00,3.26949e-02,-,-,-,
1893,6086,9.86450e+00,4.43477e+00,1.00000e+00,-,-,-,1.17496e+01,5.76598e-02,-,-,-,
1892,6208,9.87237e+00,4.03525e+00,1.00000e+00,-,-,-,7.69910e+00,5.75815e-02,-,-,-,
1891,15315,2.36793e+01,-5.00000e+00,1.00000e+00,-,-,-,1.11685e+01,4.57585e-02,-,-,-,
1890,11062,2.70570e+01,1.33915e+00,0.00000e+00,-,-,-,9.18227e+00,3.45248e-02,-,-,-,
1889,6096,5.10010e+00,-3.11066e+00,1.00000e+00,-,-,-,5.83496e+00,5.02378e-02,-,-,-,
1888,6138,-2.48264e+00,1.93831e+00,1.00000e+00,-,-,-,8.71469e+00,3.63867e-02,-,-,-,
1887,6123,-3.01423e+00,2.60349e+00,1.00000e+00,-,-,-,8.22407e+00,3.58788e-02,-,-,-,
