 No.,ID,Pos.(X),Pos.(Y),Pos.(Z),Data(X),Data(Y),Data(Z),Main Data,Displacement,Prn Cos(X),Prn Cos(Y),Prn Cos(Z),
1536,155,-4.25693e+00,3.24522e+00,5.00000e-01,-,-,-,9.36296e+00,3.41264e-02,-,-,-,
1535,10623,3.18448e+01,2.46665e+00,5.00000e-01,-,-,-,8.91931e+00,2.13397e-02,-,-,-,
1534,622,-4.21881e+00,3.89431e+00,0.00000e+00,-,-,-,1.74054e+01,3.39868e-02,-,-,-,
1533,152,-4.23523e+00,3.92080e+00,5.00000e-01,-,-,-,1.75312e+01,3.40133e-02,-,-,-,
1532,870,-5.61028e+00,2.97655e+00,0.00000e+00,-,-,-,8.96926e+00,2.90610e-02,-,-,-,
1531,5879,3.24194e+00,-3.24443e+00,1.00000e+00,-,-,-,9.00167e+00,4.59358e-02,-,-,-,
1530,422,-5.41928e+00,3.25538e+00,5.00000e-01,-,-,-,8.64856e+00,2.99739e-02,-,-,-,
1529,5594,1.00210e+01,4.64908e+00,5.00000e-01,-,-,-,1.28920e+01,5.78854e-02,-,-,-,
1528,7,6.72774e+00,-1.30824e+00,5.00000e-01,-,-,-,1.01125e+01,5.24656e-02,-,-,-,
1527,5988,5.90418e+00,-1.81360e+00,1.00000e+00,-,-,-,8.49735e+00,5.14127e-02,-,-,-,
1526,15453,2.94273e+01,3.47078e+00,1.00000e+00,-,-,-,1.04848e+01,2.74093e-02,-,-,-,
1525,593,9.15551e+00,3.81723e+00,0.00000e+00,-,-,-,1.13488e+01,5.65021e-02,-,-,-,
1524,11278,1.58383e+01,1.93703e+00,0.00000e+00,-,-,-,9.35541e+00,5.64349e-02,-,-,-,
1523,73,-1.05245e+01,-5.00000e+00,5.00000e-01,-,-,-,7.89574e+00,6.18403e-03,-,-,-,
1522,15173,1.48074e+01,2.56054e+00,5.00000e-01,-,-,-,9.08406e+00,5.76426e-02,-,-,-,
1521,5335,-1.93398e+00,5.00000e+00,5.00000e-01,-,-,-,9.01050e+00,3.94998e-02,-,-,-,
1520,510,-6.27837e+00,3.03841e+00,0.00000e+00,-,-,-,9.73768e+00,2.77119e-02,-,-,-,
1519,625,-5.35968e+00,2.50632e+00,0.00000e+00,-,-,-,9.97501e+00,2.88500e-02,-,-,-,
1518,270,3.17363e+00,-4.54817e+00,5.00000e-01,-,-,-,1.08060e+01,4.53950e-02,-,-,-,
1517,5629,-1.64613e+00,4.00978e+00,5.00000e-01,-,-,-,8.11297e+00,3.89303e-02,-,-,-,
1516,502,6.19198e+00,-5.00000e+00,0.00000e+00,-,-,-,1.59272e+01,5.07552e-02,-,-,-,
1515,802,6.48388e+00,-4.33203e+00,0.00000e+00,-,-,-,1.23696e+01,5.12890e-02,-,-,-,
1514,5808,-6.27837e+00,3.03841e+00,1.00000e+00,-,-,-,9.73768e+00,2.77119e-02,-,-,-,
1513,386,2.57457e+00,-3.90617e+00,5.00000e-01,-,-,-,7.08925e+00,4.41629e-02,-,-,-,
1512,6159,-1.93790e-01,-4.75681e+00,1.00000e+00,-,-,-,1.03489e+01,3.63674e-02,-,-,-,
1511,10751,2.75408e+01,3.92817e+00,5.00000e-01,-,-,-,6.15756e+00,3.23182e-02,-,-,-,
1510,42,-3.13673e+00,5.00000e+00,5.00000e-01,-,-,-,1.51847e+01,3.79745e-02,-,-,-,
1509,5668,-1.07172e+01,-4.75451e+00,5.00000e-01,-,-,-,8.54400e+00,5.87545e-03,-,-,-,
1508,749,-1.01068e+01,-4.87746e+00,0.00000e+00,-,-,-,7.92358e+00,7.26630e-03,-,-,-,
1507,11201,1.47880e+01,3.63682e+00,0.00000e+00,-,-,-,5.60333e+00,5.75926e-02,-,-,-,
1506,391,5.45699e+00,-1.82590e+00,5.00000e-01,-,-,-,8.28386e+00,5.09397e-02,-,-,-,
1505,395,6.48270e+00,-7.32490e-01,5.00000e-01,-,-,-,9.71153e+00,5.23615e-02,-,-,-,
1504,5832,5.99373e+00,5.00000e+00,1.00000e+00,-,-,-,1.12445e+01,5.20302e-02,-,-,-,
1503,10683,3.51132e+01,-2.35337e+00,5.00000e-01,-,-,-,9.80289e+00,2.29239e-02,-,-,-,
1502,890,-1.80677e+00,1.46693e+00,0.00000e+00,-,-,-,9.65726e+00,3.73317e-02,-,-,-,
1501,379,-2.86795e+00,2.87994e+00,5.00000e-01,-,-,-,7.38683e+00,3.62861e-02,-,-,-,
1500,786,-1.15297e+01,-4.15447e+00,0.00000e+00,-,-,-,6.75792e+00,4.62568e-03,-,-,-,
1499,903,-6.70571e-03,-5.25043e-01,0.00000e+00,-,-,-,9.51037e+00,3.99434e-02,-,-,-,
1498,5813,-9.74513e+00,-7.60538e-01,1.00000e+00,-,-,-,9.57716e+00,1.39507e-02,-,-,-,
1497,5571,-8.95279e+00,-4.82340e+00,5.00000e-01,-,-,-,8.17922e+00,1.03559e-02,-,-,-,
1496,11084,1.77330e+01,-4.62612e+00,0.00000e+00,-,-,-,1.35121e+01,5.36957e-02,-,-,-,
1495,594,7.85954e+00,3.71065e+00,0.00000e+00,-,-,-,9.51640e+00,5.45011e-02,-,-,-,
1494,803,7.66420e+00,-4.13758e+00,0.00000e+00,-,-,-,1.19626e+01,5.23786e-02,-,-,-,
1493,128,7.79887e+00,3.77199e+00,5.00000e-01,-,-,-,9.48414e+00,5.44193e-02,-,-,-,
1492,561,1.16971e+01,3.43344e+00,0.00000e+00,-,-,-,9.67117e+00,5.95507e-02,-,-,-,
1491,6230,1.63355e+00,-2.05265e+00,1.00000e+00,-,-,-,8.67253e+00,4.26633e-02,-,-,-,
1490,15337,3.06048e+01,5.00000e+00,1.00000e+00,-,-,-,8.05701e-01,2.28509e-02,-,-,-,
1489,131,9.49615e+00,2.85640e+00,5.00000e-01,-,-,-,9.16567e+00,5.68534e-02,-,-,-,
1488,10821,3.63991e+01,-5.00000e+00,0.00000e+00,-,-,-,1.14622e+01,2.79103e-02,-,-,-,
1487,608,-6.16203e+00,-4.28779e+00,0.00000e+00,-,-,-,9.92321e+00,1.86171e-02,-,-,-,
1486,140,-6.16625e+00,-4.31277e+00,5.00000e-01,-,-,-,9.77030e+00,1.85830e-02,-,-,-,
1485,5937,1.20034e+01,4.34781e+00,1.00000e+00,-,-,-,1.83225e+01,6.00436e-02,-,-,-,
1484,11288,1.98533e+01,-1.84975e+00,0.00000e+00,-,-,-,8.49207e+00,5.17681e-02,-,-,-,
1483,10624,3.31306e+01,1.00947e+00,5.00000e-01,-,-,-,9.63201e+00,2.00742e-02,-,-,-,
1482,492,2.97562e+00,-5.00000e+00,0.00000e+00,-,-,-,8.49957e+00,4.46476e-02,-,-,-,
1481,6000,-6.98103e-01,4.42303e+00,1.00000e+00,-,-,-,8.70291e+00,4.06785e-02,-,-,-,
1480,15708,1.33255e+01,4.61558e+00,1.00000e+00,-,-,-,2.15546e+01,5.93864e-02,-,-,-,
1479,469,-1.16250e+01,-3.87294e+00,5.00000e-01,-,-,-,7.77355e+00,4.86000e-03,-,-,-,
1478,5570,2.38773e+00,-4.45991e+00,5.00000e-01,-,-,-,7.10164e+00,4.34684e-02,-,-,-,
1477,15302,3.68376e+01,-5.00000e+00,1.00000e+00,-,-,-,1.09674e+01,2.79964e-02,-,-,-,
1476,597,1.39089e+00,3.57426e+00,0.00000e+00,-,-,-,9.77831e+00,4.32667e-02,-,-,-,
1475,11113,2.33532e+01,-4.47919e+00,0.00000e+00,-,-,-,6.46554e+00,4.58346e-02,-,-,-,
1474,318,-4.22214e-01,4.32701e+00,5.00000e-01,-,-,-,8.88908e+00,4.10046e-02,-,-,-,
1473,10881,1.77185e+01,5.00000e+00,0.00000e+00,-,-,-,1.22323e+01,5.19062e-02,-,-,-,
1472,792,2.26779e+00,-3.03958e+00,0.00000e+00,-,-,-,7.74439e+00,4.37257e-02,-,-,-,
1471,385,2.40295e+00,-3.52941e+00,5.00000e-01,-,-,-,6.60159e+00,4.38860e-02,-,-,-,
1470,473,-1.13991e+01,-5.00000e+00,0.00000e+00,-,-,-,1.14593e+01,4.03298e-03,-,-,-,
1469,86,1.92694e+00,-5.00000e+00,5.00000e-01,-,-,-,8.41723e+00,4.21019e-02,-,-,-,
1468,11257,3.08687e+01,-4.66486e+00,0.00000e+00,-,-,-,9.57543e+00,3.08189e-02,-,-,-,
1467,95,5.21567e+00,-5.00000e+00,5.00000e-01,-,-,-,1.93502e+01,4.96009e-02,-,-,-,
1466,5866,5.82829e+00,-2.29408e+00,1.00000e+00,-,-,-,7.08922e+00,5.11678e-02,-,-,-,
1465,5549,-6.41477e+00,2.72168e+00,5.00000e-01,-,-,-,9.41944e+00,2.68459e-02,-,-,-,
1464,15329,1.95181e+01,-5.00000e+00,1.00000e+00,-,-,-,1.78508e+01,5.27169e-02,-,-,-,
1463,8,7.99683e+00,-1.21011e-01,5.00000e-01,-,-,-,9.91990e+00,5.42534e-02,-,-,-,
1462,6051,-3.09269e+00,-4.78497e+00,1.00000e+00,-,-,-,9.60492e+00,2.74827e-02,-,-,-,
1461,5943,6.82361e+00,-5.22523e-02,1.00000e+00,-,-,-,9.70425e+00,5.29408e-02,-,-,-,
1460,566,8.01359e+00,-6.67615e-02,0.00000e+00,-,-,-,9.79564e+00,5.42877e-02,-,-,-,
1459,934,8.36457e+00,9.80961e-01,0.00000e+00,-,-,-,9.63549e+00,5.49968e-02,-,-,-,
1458,5956,-8.93446e+00,-1.05164e+00,1.00000e+00,-,-,-,9.82960e+00,1.50825e-02,-,-,-,
1457,15062,1.49180e+01,5.00000e+00,5.00000e-01,-,-,-,1.45798e+01,5.68647e-02,-,-,-,
1456,221,5.91323e+00,-1.84126e+00,5.00000e-01,-,-,-,9.31016e+00,5.14067e-02,-,-,-,
1455,10804,2.39516e+01,-4.57555e+00,5.00000e-01,-,-,-,8.91734e+00,4.47110e-02,-,-,-,
1454,6184,-2.25769e+00,4.09585e+00,1.00000e+00,-,-,-,6.87666e+00,3.81598e-02,-,-,-,
1453,425,1.72797e+00,-3.26389e+00,5.00000e-01,-,-,-,4.80537e+00,4.24465e-02,-,-,-,
1452,85,1.70390e+00,-5.00000e+00,5.00000e-01,-,-,-,9.26177e+00,4.15657e-02,-,-,-,
1451,5951,-6.84461e+00,-4.52434e+00,1.00000e+00,-,-,-,9.53645e+00,1.64461e-02,-,-,-,
1450,10657,3.36540e+01,-4.22056e+00,5.00000e-01,-,-,-,9.24693e+00,2.67919e-02,-,-,-,
1449,864,7.50827e+00,3.22777e-01,0.00000e+00,-,-,-,9.73056e+00,5.38243e-02,-,-,-,
1448,884,6.70014e+00,-5.81930e-01,0.00000e+00,-,-,-,9.81359e+00,5.26468e-02,-,-,-,
1447,11157,1.59859e+01,1.64003e+00,0.00000e+00,-,-,-,9.46643e+00,5.62617e-02,-,-,-,
1446,5701,-6.50939e+00,2.41080e+00,5.00000e-01,-,-,-,9.39514e+00,2.60871e-02,-,-,-,
1445,15185,1.97201e+01,-3.29906e+00,5.00000e-01,-,-,-,6.24762e+00,5.21037e-02,-,-,-,
1444,6012,-2.05704e+00,1.33915e+00,1.00000e+00,-,-,-,9.18227e+00,3.68212e-02,-,-,-,
1443,15477,1.67644e+01,1.30749e+00,1.00000e+00,-,-,-,9.59994e+00,5.53179e-02,-,-,-,
1442,11284,2.43650e+01,-1.50176e+00,0.00000e+00,-,-,-,8.86053e+00,4.14656e-02,-,-,-,
1441,71,-1.12392e+01,-5.00000e+00,5.00000e-01,-,-,-,1.13227e+01,4.43332e-03,-,-,-,
1440,748,-1.08739e+01,-4.88931e+00,0.00000e+00,-,-,-,9.13312e+00,5.42672e-03,-,-,-,
1439,254,-1.14388e+01,-4.30445e+00,5.00000e-01,-,-,-,5.87783e+00,4.60344e-03,-,-,-,
1438,6080,1.17732e+01,3.91628e+00,1.00000e+00,-,-,-,1.34372e+01,5.97477e-02,-,-,-,
1437,10934,2.10061e+01,-2.38841e+00,0.00000e+00,-,-,-,9.16367e+00,5.03211e-02,-,-,-,
1436,476,-1.04990e+01,-5.00000e+00,0.00000e+00,-,-,-,7.85412e+00,6.24273e-03,-,-,-,
1435,258,-1.08603e+01,-4.89778e+00,5.00000e-01,-,-,-,9.26626e+00,5.44003e-03,-,-,-,
1434,72,-1.10590e+01,-5.00000e+00,5.00000e-01,-,-,-,1.03347e+01,4.89998e-03,-,-,-,
1433,6075,4.64808e+00,-4.36035e+00,1.00000e+00,-,-,-,1.21984e+01,4.90959e-02,-,-,-,
1432,15052,1.91009e+01,-3.03964e+00,5.00000e-01,-,-,-,6.65457e+00,5.25792e-02,-,-,-,
1431,474,-1.11661e+01,-5.00000e+00,0.00000e+00,-,-,-,1.09825e+01,4.64554e-03,-,-,-,
1430,475,-1.10007e+01,-5.00000e+00,0.00000e+00,-,-,-,1.02789e+01,5.05782e-03,-,-,-,
1429,5824,1.03895e+01,5.00000e+00,1.00000e+00,-,-,-,1.48801e+01,5.83743e-02,-,-,-,
1428,675,1.83339e+00,-4.42669e+00,0.00000e+00,-,-,-,6.18834e+00,4.21774e-02,-,-,-,
1427,923,-6.29758e-01,2.51984e-01,0.00000e+00,-,-,-,9.88875e+00,3.90214e-02,-,-,-,
1426,5615,-1.63898e+00,4.43050e+00,5.00000e-01,-,-,-,8.19239e+00,3.93410e-02,-,-,-,
1425,5769,-1.25000e+01,-5.00000e+00,1.00000e+00,-,-,-,3.21540e+01,0.00000e+00,-,-,-,
1424,805,-1.87283e+00,4.70932e+00,0.00000e+00,-,-,-,8.73939e+00,3.92983e-02,-,-,-,
1423,5545,5.27986e+00,-3.29906e+00,5.00000e-01,-,-,-,6.24761e+00,5.03745e-02,-,-,-,
1422,5875,9.73929e-01,-7.85481e-01,1.00000e+00,-,-,-,9.02868e+00,4.18058e-02,-,-,-,
1421,10659,3.44201e+01,-1.94192e+00,5.00000e-01,-,-,-,9.73554e+00,2.29663e-02,-,-,-,
1420,866,4.88235e+00,-2.41375e+00,0.00000e+00,-,-,-,8.10195e+00,5.01698e-02,-,-,-,
1419,5968,3.97692e+00,-3.53196e+00,1.00000e+00,-,-,-,9.97481e+00,4.83610e-02,-,-,-,
1418,449,4.69443e+00,-2.35023e+00,5.00000e-01,-,-,-,8.54429e+00,4.99448e-02,-,-,-,
1417,5814,-1.05411e+01,-1.64822e+00,1.00000e+00,-,-,-,9.63094e+00,1.08693e-02,-,-,-,
1416,15521,1.78821e+01,-6.58462e-01,1.00000e+00,-,-,-,9.91676e+00,5.40120e-02,-,-,-,
1415,11264,2.32358e+01,-2.53948e+00,0.00000e+00,-,-,-,7.84118e+00,4.42791e-02,-,-,-,
1414,808,1.01326e+01,3.10561e+00,0.00000e+00,-,-,-,7.89662e+00,5.75880e-02,-,-,-,
1413,10599,1.67188e+01,-3.26062e+00,5.00000e-01,-,-,-,9.80576e+00,5.40914e-02,-,-,-,
1412,5534,6.58539e+00,-4.23841e+00,5.00000e-01,-,-,-,1.16658e+01,5.14093e-02,-,-,-,
1411,5533,5.65570e+00,-3.56936e+00,5.00000e-01,-,-,-,7.30314e+00,5.07020e-02,-,-,-,
1410,5874,-3.04419e-01,4.45187e-01,1.00000e+00,-,-,-,1.01736e+01,3.97532e-02,-,-,-,
1409,10658,3.59248e+01,-3.82819e+00,5.00000e-01,-,-,-,6.43461e+00,2.52557e-02,-,-,-,
1408,865,5.52457e+00,-3.21835e+00,0.00000e+00,-,-,-,5.52808e+00,5.06830e-02,-,-,-,
1407,5992,8.48020e+00,-4.59108e+00,1.00000e+00,-,-,-,1.34124e+01,5.28459e-02,-,-,-,
1406,15636,1.54649e+01,4.12935e+00,1.00000e+00,-,-,-,1.01410e+01,5.64493e-02,-,-,-,
1405,10841,2.16185e+01,-5.00000e+00,0.00000e+00,-,-,-,1.21135e+01,4.98421e-02,-,-,-,
1404,13,1.16974e+01,3.43073e+00,5.00000e-01,-,-,-,9.16152e+00,5.95385e-02,-,-,-,
1403,925,-2.64540e+00,2.83551e+00,0.00000e+00,-,-,-,6.99592e+00,3.66241e-02,-,-,-,
1402,5771,-1.13991e+01,-5.00000e+00,1.00000e+00,-,-,-,1.14593e+01,4.03298e-03,-,-,-,
1401,919,-2.53413e+00,2.23494e+00,0.00000e+00,-,-,-,8.12125e+00,3.64612e-02,-,-,-,
1400,912,-2.16684e+00,3.61424e+00,0.00000e+00,-,-,-,6.47892e+00,3.78214e-02,-,-,-,
1399,11265,3.34641e+01,-2.65059e-01,0.00000e+00,-,-,-,9.85230e+00,2.14394e-02,-,-,-,
1398,123,-2.01275e+00,3.37151e+00,5.00000e-01,-,-,-,9.32267e+00,3.78383e-02,-,-,-,
1397,681,-2.47345e+00,2.90459e+00,0.00000e+00,-,-,-,5.24818e+00,3.69140e-02,-,-,-,
1396,5639,1.81586e+00,-4.47767e+00,5.00000e-01,-,-,-,6.60396e+00,4.21030e-02,-,-,-,
1395,10856,3.06766e+01,4.28041e+00,0.00000e+00,-,-,-,1.34696e+00,2.31401e-02,-,-,-,
1394,501,5.87755e+00,-5.00000e+00,0.00000e+00,-,-,-,1.68125e+01,5.04237e-02,-,-,-,
1393,488,1.70494e+00,-5.00000e+00,0.00000e+00,-,-,-,9.34504e+00,4.15758e-02,-,-,-,
1392,5996,5.27452e+00,-2.41998e+00,1.00000e+00,-,-,-,7.39352e+00,5.06161e-02,-,-,-,
1391,15461,2.74544e+01,4.53624e+00,1.00000e+00,-,-,-,9.09655e+00,3.21720e-02,-,-,-,
1390,186,-4.92363e+00,3.53104e+00,5.00000e-01,-,-,-,9.85362e+00,3.15991e-02,-,-,-,
1389,151,-4.38265e+00,3.48697e+00,5.00000e-01,-,-,-,8.46852e+00,3.28430e-02,-,-,-,
1388,5979,-2.47345e+00,2.90459e+00,1.00000e+00,-,-,-,5.24818e+00,3.69140e-02,-,-,-,
1387,15653,2.33294e+01,-3.13630e+00,1.00000e+00,-,-,-,5.40215e+00,4.45667e-02,-,-,-,
1386,5341,-3.48095e+00,5.00000e+00,5.00000e-01,-,-,-,1.67392e+01,3.74994e-02,-,-,-,
1385,15664,2.39225e+01,-4.51630e+00,1.00000e+00,-,-,-,7.85588e+00,4.47215e-02,-,-,-,
1384,154,-4.35952e+00,3.80182e+00,5.00000e-01,-,-,-,9.39211e+00,3.44464e-02,-,-,-,
1383,6048,-8.88195e+00,-4.79434e+00,1.00000e+00,-,-,-,8.41244e+00,1.05640e-02,-,-,-,
1382,153,-4.14219e+00,4.22380e+00,5.00000e-01,-,-,-,3.02713e+01,3.50374e-02,-,-,-,
1381,5936,1.06792e+01,-4.06817e+00,1.00000e+00,-,-,-,1.19987e+01,5.41776e-02,-,-,-,
1380,115,3.24146e+00,-3.25813e+00,5.00000e-01,-,-,-,9.08385e+00,4.59324e-02,-,-,-,
1379,213,2.71731e+00,-3.35655e+00,5.00000e-01,-,-,-,8.36084e+00,4.46744e-02,-,-,-,
1378,581,3.24194e+00,-3.24443e+00,0.00000e+00,-,-,-,9.00167e+00,4.59358e-02,-,-,-,
1377,212,2.40989e+00,-2.96671e+00,5.00000e-01,-,-,-,8.09898e+00,4.40701e-02,-,-,-,
1376,6139,4.81578e+00,-3.01308e+00,1.00000e+00,-,-,-,6.77821e+00,4.99047e-02,-,-,-,
1375,15285,2.08759e+01,-4.22586e+00,5.00000e-01,-,-,-,1.25416e+01,5.08882e-02,-,-,-,
1374,5414,2.87435e+00,-2.77813e+00,5.00000e-01,-,-,-,9.22818e+00,4.51826e-02,-,-,-,
1373,417,8.34926e-01,4.32796e+00,5.00000e-01,-,-,-,9.25159e+00,4.29474e-02,-,-,-,
1372,809,9.01411e+00,1.64003e+00,0.00000e+00,-,-,-,9.46643e+00,5.59348e-02,-,-,-,
1371,499,5.48194e+00,-5.00000e+00,0.00000e+00,-,-,-,1.78508e+01,4.99654e-02,-,-,-,
1370,11020,2.15623e+01,-4.30913e+00,0.00000e+00,-,-,-,1.53424e+01,4.93870e-02,-,-,-,
1369,528,1.00879e+01,5.00000e+00,0.00000e+00,-,-,-,1.45679e+01,5.80419e-02,-,-,-,
1368,24,1.02229e+01,5.00000e+00,5.00000e-01,-,-,-,1.45720e+01,5.81853e-02,-,-,-,
1367,11253,2.74916e+01,3.44011e+00,0.00000e+00,-,-,-,5.78028e+00,3.26789e-02,-,-,-,
1366,5900,-8.11896e+00,-5.01093e-01,1.00000e+00,-,-,-,1.00138e+01,1.77530e-02,-,-,-,
1365,171,1.01671e+01,4.60386e+00,5.00000e-01,-,-,-,1.27595e+01,5.80470e-02,-,-,-,
1364,10912,1.47859e+01,1.97265e+00,0.00000e+00,-,-,-,9.13820e+00,5.76888e-02,-,-,-,
1363,5325,9.64222e+00,5.00000e+00,5.00000e-01,-,-,-,1.45202e+01,5.75017e-02,-,-,-,
1362,5836,-2.48636e-01,5.00000e+00,1.00000e+00,-,-,-,8.37057e+00,4.18691e-02,-,-,-,
1361,830,6.40942e+00,-3.94350e+00,0.00000e+00,-,-,-,1.04109e+01,5.13450e-02,-,-,-,
1360,5781,3.43190e-01,-5.00000e+00,1.00000e+00,-,-,-,1.11133e+01,3.78494e-02,-,-,-,
1359,5517,6.18513e+00,-3.61948e+00,5.00000e-01,-,-,-,8.69026e+00,5.12164e-02,-,-,-,
1358,5886,5.93398e+00,-6.26653e-01,1.00000e+00,-,-,-,9.69452e+00,5.17794e-02,-,-,-,
1357,15214,1.98256e+01,-3.67056e+00,5.00000e-01,-,-,-,6.65662e+00,5.20851e-02,-,-,-,
1356,11026,2.48688e+01,-2.74801e-01,0.00000e+00,-,-,-,9.75835e+00,3.96855e-02,-,-,-,
1355,10670,2.74203e+01,4.61895e+00,5.00000e-01,-,-,-,9.34823e+00,3.21863e-02,-,-,-,
1354,877,6.09797e+00,-3.54253e+00,0.00000e+00,-,-,-,7.49526e+00,5.11608e-02,-,-,-,
1353,5924,-6.07709e+00,1.75959e+00,1.00000e+00,-,-,-,1.03361e+01,2.59587e-02,-,-,-,
1352,11132,2.36590e+01,-4.40799e+00,0.00000e+00,-,-,-,6.70948e+00,4.51459e-02,-,-,-,
1351,706,6.18638e+00,-1.24727e+00,0.00000e+00,-,-,-,9.40270e+00,5.18822e-02,-,-,-,
1350,851,-5.62953e-01,4.11003e+00,0.00000e+00,-,-,-,9.02554e+00,4.06050e-02,-,-,-,
1349,635,9.86899e+00,3.44069e+00,0.00000e+00,-,-,-,4.00935e+00,5.73838e-02,-,-,-,
1348,5784,1.44958e+00,-5.00000e+00,1.00000e+00,-,-,-,1.01048e+01,4.09524e-02,-,-,-,
1347,807,1.00768e+01,3.78017e+00,0.00000e+00,-,-,-,5.20126e+00,5.77465e-02,-,-,-,
1346,598,-7.87631e-01,3.49005e+00,0.00000e+00,-,-,-,9.42567e+00,3.97504e-02,-,-,-,
1345,10598,1.48503e+01,-3.25619e+00,5.00000e-01,-,-,-,9.76858e+00,5.46821e-02,-,-,-,
1344,596,3.67240e+00,3.60819e+00,0.00000e+00,-,-,-,9.70706e+00,4.72149e-02,-,-,-,
1343,126,3.74147e+00,3.61532e+00,5.00000e-01,-,-,-,9.78578e+00,4.73409e-02,-,-,-,
1342,6191,5.08531e+00,-2.49326e+00,1.00000e+00,-,-,-,7.61604e+00,5.03909e-02,-,-,-,
1341,15532,2.56981e+01,4.42303e+00,1.00000e+00,-,-,-,8.70291e+00,3.56431e-02,-,-,-,
1340,60,-8.13059e+00,1.00947e+00,5.00000e-01,-,-,-,9.63202e+00,2.02603e-02,-,-,-,
1339,6167,-1.18863e+00,3.70983e-01,1.00000e+00,-,-,-,9.51062e+00,3.79819e-02,-,-,-,
1338,15508,2.48688e+01,-2.74801e-01,1.00000e+00,-,-,-,9.75835e+00,3.96855e-02,-,-,-,
1337,5682,-2.87232e+00,3.87683e+00,5.00000e-01,-,-,-,5.47214e+00,3.70605e-02,-,-,-,
1336,15177,1.93443e+01,-3.56936e+00,5.00000e-01,-,-,-,7.30314e+00,5.24995e-02,-,-,-,
1335,10989,1.47940e+01,4.55526e+00,0.00000e+00,-,-,-,1.23587e+01,5.72718e-02,-,-,-,
1334,5716,-1.97396e+00,1.63927e+00,5.00000e-01,-,-,-,9.24406e+00,3.71128e-02,-,-,-,
1333,11042,1.65198e+01,-4.59108e+00,0.00000e+00,-,-,-,1.34124e+01,5.42025e-02,-,-,-,
1332,10686,3.18795e+01,-4.53969e+00,5.00000e-01,-,-,-,9.34491e+00,2.92337e-02,-,-,-,
1331,893,5.08531e+00,-2.49326e+00,0.00000e+00,-,-,-,7.61604e+00,5.03909e-02,-,-,-,
1330,10621,3.06104e+01,5.00000e+00,5.00000e-01,-,-,-,9.17162e-01,2.28392e-02,-,-,-,
1329,829,5.46434e+00,-1.87160e+00,0.00000e+00,-,-,-,8.00129e+00,5.09423e-02,-,-,-,
1328,568,5.82829e+00,-2.29408e+00,0.00000e+00,-,-,-,7.08922e+00,5.11678e-02,-,-,-,
1327,763,-6.39602e+00,2.71046e+00,0.00000e+00,-,-,-,9.36763e+00,2.68653e-02,-,-,-,
1326,10601,1.82723e+01,-1.30824e+00,5.00000e-01,-,-,-,1.01125e+01,5.35539e-02,-,-,-,
1325,5915,-3.23782e+00,1.84949e+00,1.00000e+00,-,-,-,8.83938e+00,3.50309e-02,-,-,-,
1324,5462,5.54405e+00,-2.84371e+00,5.00000e-01,-,-,-,5.50223e+00,5.07726e-02,-,-,-,
1323,632,5.54462e+00,-2.88519e+00,0.00000e+00,-,-,-,5.35562e+00,5.07908e-02,-,-,-,
1322,569,5.86063e+00,-3.07847e+00,0.00000e+00,-,-,-,5.63543e+00,5.10211e-02,-,-,-,
1321,921,9.75791e+00,2.61686e+00,0.00000e+00,-,-,-,8.73056e+00,5.70388e-02,-,-,-,
1320,10622,3.06957e+01,4.29240e+00,5.00000e-01,-,-,-,9.40932e-01,2.30880e-02,-,-,-,
1319,655,-1.08272e+01,-4.37568e+00,0.00000e+00,-,-,-,7.38659e+00,5.97921e-03,-,-,-,
1318,332,-2.70195e+00,2.93780e+00,5.00000e-01,-,-,-,6.85587e+00,3.65839e-02,-,-,-,
1317,5702,-1.57814e+00,1.07867e+00,5.00000e-01,-,-,-,9.52659e+00,3.75694e-02,-,-,-,
1316,579,2.55086e+00,-2.34642e+00,0.00000e+00,-,-,-,9.27012e+00,4.45619e-02,-,-,-,
1315,5857,1.25000e+01,4.02613e+00,1.00000e+00,-,-,-,1.33563e+01,6.02340e-02,-,-,-,
1314,5797,5.48194e+00,-5.00000e+00,1.00000e+00,-,-,-,1.78508e+01,4.99654e-02,-,-,-,
1313,5415,2.53744e+00,-2.33864e+00,5.00000e-01,-,-,-,8.93951e+00,4.45373e-02,-,-,-,
1312,10648,2.35849e+01,3.51636e+00,5.00000e-01,-,-,-,9.72215e+00,4.05202e-02,-,-,-,
1311,582,3.55047e+00,-3.73433e+00,0.00000e+00,-,-,-,1.54931e+01,4.65530e-02,-,-,-,
1310,15295,1.65210e+01,1.13867e+00,5.00000e-01,-,-,-,9.58878e+00,5.56198e-02,-,-,-,
1309,5416,1.94189e+00,-1.74990e+00,5.00000e-01,-,-,-,9.63552e+00,4.34059e-02,-,-,-,
1308,4,6.66503e+00,-3.27011e+00,5.00000e-01,-,-,-,1.00967e+01,5.17728e-02,-,-,-,
1307,278,-4.89616e+00,4.47428e+00,5.00000e-01,-,-,-,5.12745e+00,3.34197e-02,-,-,-,
1306,10894,2.84779e+01,5.00000e+00,0.00000e+00,-,-,-,1.64589e+01,2.96818e-02,-,-,-,
1305,5980,-1.27116e+00,3.83484e+00,1.00000e+00,-,-,-,9.11315e+00,3.93201e-02,-,-,-,
1304,15086,3.55414e+01,-1.64712e+00,5.00000e-01,-,-,-,9.60948e+00,2.09733e-02,-,-,-,
1303,5407,4.79984e+00,-1.58371e+00,5.00000e-01,-,-,-,9.32762e+00,5.02879e-02,-,-,-,
